===== Simulator configuration =====
BLOCKSIZE:		 32
L1_SIZE:		 131072
L1_ASSOC:		 2
L2_SIZE:		 0
L2_ASSOC:		 0
REPLACEMENT POLICY:	 LRU
INCLUSION PROPERTY:	 non-inclusive
trace_file:		 ./traces/gcc_trace.txt
===== L1 contents =====
Set 	0:		4005 D  4003 D  
Set 	1822:		4004 D  4003 D  
Set 	1823:		4004 D  4003 D  
Set 	1824:		4003 D  4004 D  
Set 	1825:		4003 D  4004 D  
Set 	1826:		4004 D  4003 D  
Set 	1827:		4003 D  4004 D  
Set 	1828:		4003 D  4004 D  
Set 	1829:		4003 D  4004 D  
Set 	1830:		4004 D  4003 D  
Set 	1831:		4004 D  4003 D  
Set 	1832:		4004 D  4003 D  
Set 	1833:		4004 D  4003 D  
Set 	1834:		4004 D  4003 D  
Set 	1835:		4004 D  0    
Set 	1836:		4004 D  4003 D  
Set 	1837:		4004 D  0    
Set 	1838:		4004 D  0    
Set 	1839:		4003 D  4004 D  
Set 	1840:		4004 D  4003 D  
Set 	1841:		4004 D  4003 D  
Set 	1842:		4004 D  4003 D  
Set 	1843:		4004 D  4003 D  
Set 	1844:		4004 D  4003 D  
Set 	1845:		4004 D  0    
Set 	1846:		4004 D  0    
Set 	1847:		4004 D  0    
Set 	1848:		4004 D  0    
Set 	1849:		4004 D  0    
Set 	1850:		4004 D  0    
Set 	1851:		4004 D  0    
Set 	1852:		4004 D  0    
Set 	1853:		4004 D  0    
Set 	1854:		4004 D  0    
Set 	1855:		4004 D  0    
Set 	1856:		4004 D  4003 D  
Set 	1857:		4004 D  4003 D  
Set 	1858:		4004 D  0    
Set 	1859:		4004 D  0    
Set 	1860:		4004 D  0    
Set 	1861:		4004 D  0    
Set 	1862:		4004 D  0    
Set 	1863:		4004 D  0    
Set 	1864:		4004 D  0    
Set 	1865:		4004 D  0    
Set 	1866:		4004 D  0    
Set 	1867:		4004 D  0    
Set 	1868:		4004 D  4003 D  
Set 	1869:		4004 D  0    
Set 	1870:		4004 D  0    
Set 	1871:		4004 D  0    
Set 	1872:		4004 D  0    
Set 	1873:		4004 D  0    
Set 	1874:		4004 D  0    
Set 	1875:		4004 D  0    
Set 	1876:		4004 D  0    
Set 	1877:		4004 D  0    
Set 	1878:		4004 D  0    
Set 	1879:		4004 D  0    
Set 	1880:		4004 D  0    
Set 	1881:		4004 D  0    
Set 	1882:		4004 D  0    
Set 	1883:		423a    4004 D  
Set 	1884:		4004 D  4003 D  
Set 	1885:		4004 D  4003 D  
Set 	1886:		4004 D  4003 D  
Set 	1887:		4004 D  4003 D  
Set 	1888:		4004 D  4003 D  
Set 	1889:		4004 D  4003 D  
Set 	1890:		4004 D  4003 D  
Set 	1891:		4003 D  4004 D  
Set 	1892:		4003 D  4004 D  
Set 	1893:		4003 D  4004 D  
Set 	1894:		4004 D  4003 D  
Set 	1895:		4004 D  4003 D  
Set 	1896:		4004 D  0    
Set 	1897:		4004 D  0    
Set 	1898:		4004 D  0    
Set 	1899:		4004 D  0    
Set 	1900:		4004 D  0    
Set 	1901:		4004 D  0    
Set 	1902:		4004 D  0    
Set 	1903:		4004 D  0    
Set 	1904:		4004 D  0    
Set 	1905:		4004 D  0    
Set 	1906:		4004 D  4003 D  
Set 	1907:		4004 D  0    
Set 	1908:		4004 D  0    
Set 	1909:		4004 D  0    
Set 	1910:		4004 D  0    
Set 	1911:		4004 D  0    
Set 	1912:		4004 D  4003 D  
Set 	1913:		4004 D  4001    
Set 	1914:		4004 D  4001    
Set 	1915:		4004 D  0    
Set 	1916:		4004 D  0    
Set 	1917:		4004 D  4001    
Set 	1918:		4004 D  4001    
Set 	1919:		4004 D  0    
Set 	1920:		4004 D  0    
Set 	1921:		4004 D  4003 D  
Set 	1922:		4004 D  0    
Set 	1923:		4004 D  0    
Set 	1924:		4001    4004 D  
Set 	1925:		4001    4004 D  
Set 	1926:		4001    4004 D  
Set 	1927:		4001    4004 D  
Set 	1928:		4001    4004 D  
Set 	1929:		4004 D  0    
Set 	1930:		4001    4004 D  
Set 	1931:		4004 D  0    
Set 	1932:		4001    4004 D  
Set 	1933:		4001    4004 D  
Set 	1934:		4001    4004 D  
Set 	1935:		4004 D  4003 D  
Set 	1936:		4004 D  0    
Set 	1937:		4004 D  0    
Set 	1938:		423a    4004 D  
Set 	1939:		423a    4004 D  
Set 	1940:		4001    4004 D  
Set 	1941:		4004 D  0    
Set 	1942:		4004 D  4001    
Set 	1943:		4001    4004 D  
Set 	1944:		4001    4002 D  
Set 	1945:		4004 D  4001    
Set 	1946:		4004 D  0    
Set 	1947:		4004 D  0    
Set 	1948:		4002 D  4004 D  
Set 	1949:		4004 D  0    
Set 	1950:		4004 D  0    
Set 	1951:		4004 D  0    
Set 	1952:		4004 D  4002 D  
Set 	1953:		4004 D  0    
Set 	1954:		4004 D  0    
Set 	1955:		4004 D  4002 D  
Set 	1956:		4002 D  4004 D  
Set 	1957:		4002    4001    
Set 	1958:		4004 D  0    
Set 	1959:		4001    4002 D  
Set 	1960:		4004 D  4001    
Set 	1961:		4004 D  4001    
Set 	1962:		4004 D  4001    
Set 	1963:		4004 D  0    
Set 	1964:		4004 D  0    
Set 	1965:		4004 D  0    
Set 	1966:		4004 D  0    
Set 	1967:		4002    4004 D  
Set 	1968:		4004 D  0    
Set 	1969:		4004 D  4001    
Set 	1970:		4004 D  0    
Set 	1971:		4004 D  0    
Set 	1972:		4004 D  0    
Set 	1973:		4004 D  0    
Set 	1974:		4004 D  0    
Set 	1975:		4002 D  4004 D  
Set 	1976:		4004 D  4002 D  
Set 	1977:		4004 D  4002 D  
Set 	1978:		4004 D  0    
Set 	1979:		4004 D  4002 D  
Set 	1980:		4004 D  4002 D  
Set 	1981:		4004 D  4002 D  
Set 	1982:		4004 D  4002 D  
Set 	1983:		4004 D  4002 D  
Set 	1984:		4004 D  4002 D  
Set 	1985:		4004 D  4002 D  
Set 	1986:		4004 D  4002 D  
Set 	1987:		4004 D  4002 D  
Set 	1988:		4004 D  4002 D  
Set 	1989:		4004 D  4002 D  
Set 	1990:		4004 D  4002 D  
Set 	1991:		4004 D  4002 D  
Set 	1992:		4003 D  4002 D  
Set 	1993:		4002 D  4004 D  
Set 	1994:		4003 D  4002 D  
Set 	1995:		4004 D  4002 D  
Set 	1996:		4004 D  4002 D  
Set 	1997:		4004 D  4002 D  
Set 	1998:		4003 D  4002 D  
Set 	1999:		4003 D  4002 D  
Set 	2000:		4003 D  4002 D  
Set 	2001:		4003 D  4002 D  
Set 	2002:		4003 D  4002 D  
Set 	2003:		4003 D  4002 D  
Set 	2004:		4002 D  4003 D  
Set 	2005:		4004 D  4002 D  
Set 	2006:		4003    4002 D  
Set 	2007:		4004 D  4002 D  
Set 	2008:		4004 D  4002 D  
Set 	2009:		4003 D  4002 D  
Set 	2010:		4002 D  4004 D  
Set 	2011:		4004 D  4002 D  
Set 	2012:		4003 D  4002 D  
Set 	2013:		4003 D  4002 D  
Set 	2014:		4002 D  4003 D  
Set 	2015:		4002 D  4004 D  
Set 	2016:		4004 D  4002 D  
Set 	2017:		4004 D  4002 D  
Set 	2018:		4004 D  4002 D  
Set 	2019:		4004 D  4002 D  
Set 	2020:		4004 D  4002 D  
Set 	2021:		4002 D  4004 D  
Set 	2022:		4002 D  4003 D  
Set 	2023:		4002 D  4003 D  
Set 	2024:		4003 D  4002 D  
Set 	2025:		4002 D  4003 D  
Set 	2026:		4002 D  4004 D  
Set 	2027:		4002 D  4004 D  
Set 	2028:		4002 D  4003 D  
Set 	2029:		4002 D  4003 D  
Set 	2030:		4002 D  4004 D  
Set 	2031:		4004 D  4002 D  
Set 	2032:		4004 D  4002 D  
Set 	2033:		4004 D  4002 D  
Set 	2034:		4004 D  4002 D  
Set 	2035:		4004 D  4002 D  
Set 	2036:		4002 D  4004 D  
Set 	2037:		4002 D  4004 D  
Set 	2038:		4002 D  4003 D  
Set 	2039:		4002 D  4004 D  
Set 	2040:		4004 D  4002 D  
Set 	2041:		4004 D  4002 D  
Set 	2042:		4002 D  4004 D  
Set 	2043:		4002 D  4004 D  
Set 	2044:		4004 D  4002 D  
Set 	2045:		4004 D  4002 D  
Set 	2046:		4004 D  4002 D  
Set 	2047:		4004 D  4002 D  
===== Simulation results (raw) =====
a. number of L1 reads:          63640
b. number of L1 read misses:    544
c. number of L1 writes:         36360
d. number of L1 write misses:   2046
e. L1 miss rate:                0.025900
f. number of L1 writebacks:     303
g. number of L2 reads:          0
h. number of L2 read misses:    0
i. number of L2 writes:         0
j. number of L2 write misses:   0
k. L2 miss rate:                0
l. number of L2 writebacks:     0
m. total memory traffic:        2893
